Inference for Stan model: anon_model_893ae0f30707a4f59ccad73c820dc14f.
4 chains, each with iter=36000; warmup=18000; thin=1; 
post-warmup draws per chain=18000, total post-warmup draws=72000.

               mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
numax[63]     50.46  2.9e-3   0.35  49.77  50.23  50.46   50.7  51.15  14876    1.0
numax[64]     98.18  2.0e-3   0.27  97.65   98.0  98.18  98.37  98.71  17631    1.0
numax[65]     85.46  2.9e-3   0.43  84.62  85.17  85.46  85.75  86.29  20874    1.0
numax[66]     98.18  2.0e-3   0.27  97.65   98.0  98.18  98.36   98.7  17454    1.0
numax[67]      46.6  2.5e-3   0.32  45.98  46.38   46.6  46.81  47.22  16704    1.0
numax[68]    104.07  1.7e-3   0.24  103.6 103.91 104.06 104.22 104.53  20070    1.0
numax[69]     81.22  8.1e-3   0.81  79.62  80.67  81.23  81.77  82.81  10143    1.0
numax[70]     45.39  3.2e-3   0.35  44.71  45.16   45.4  45.63  46.08  12280    1.0
numax[71]     74.25  2.6e-3   0.32  73.61  74.03  74.25  74.46  74.87  15449    1.0
numax[72]    103.16  3.5e-3   0.45 102.28 102.86 103.16 103.47 104.04  16128    1.0
